id,full_name,credit_sco,gender,age,occupation,balance,monthly_ir,origin_province,tenure_ye,married,nums_card,nums_service,active_member,last_transaction_month,customer_segment,engagement_score,loyalty_level,digital_behavior,risk_score,risk_segment,cluster_group,exit
44080,Hoàng Văn Hồng,673,0,34,1,11358703,31000000,5,4,0,4,6,1,18671153,1,81,1,0,0.159,0,2,0
51081,Đặng Kim Chi,563,0,54,1,21922735,17000000,4,3,0,1,3,0,0,1,14,0,1,0.4316,1,2,0
50650,Vũ Gia Vân,675,0,65,0,181350036,121000000,5,4,1,1,4,0,0,3,18,0,1,0.2156,0,4,0
60632,Đặng Đức Huy,601,1,34,7,81895639,16000000,8,3,1,1,1,0,0,1,7,0,1,0.4047,1,2,1
2677,Phạm Văn Bảo,625,1,52,1,36451809,26000000,1,1,1,5,1,0,0,1,19,0,1,0.3705,0,1,0
50171,Trần Đức Hồng,704,0,45,3,34744700,14000000,5,4,1,4,1,0,0,2,16,0,1,0.32,0,2,1
1506,Trần Thị Quang,684,1,29,7,24243163,15000000,5,2,0,1,5,0,0,1,22,0,1,0.2884,0,2,0
3818,Bùi Hữu Vũ,715,1,29,9,69389804,97000000,5,3,0,2,1,0,0,3,10,0,1,0.2397,0,2,0
17820,Nguyễn Xuân Vi,704,0,57,8,11223833,9000000,8,0,1,2,4,0,0,2,21,0,1,0.3062,0,1,0
18697,Mai Ngọc Duyên,770,0,37,4,27507146,25000000,1,1,1,5,5,0,0,1,34,0,1,0.2508,0,1,0
8519,Nguyễn Hoàng Linh,673,0,29,8,5143777,9000000,5,0,1,1,2,1,4294776,2,55,0,0,0.2626,0,1,0
41260,Đặng Hoàng Hương,756,0,40,0,125420691,76000000,1,3,2,2,6,0,0,3,28,0,1,0.17,0,4,0
68996,Đặng Thanh Phúc,672,1,51,2,35556667,17000000,5,2,1,2,1,0,0,1,10,0,1,0.3418,0,2,0
20201,Phạm Minh Minh,655,1,53,4,94359949,37000000,5,1,1,3,8,0,0,0,39,2,1,0.2195,0,1,0
55691,Trần Thị Hồng,757,0,60,5,39900936,65000000,5,0,1,1,6,1,33311541,3,71,0,0,0.0789,0,1,0
61678,Nguyễn Thanh Dũng,716,1,37,5,61956930,67000000,3,0,1,4,5,1,115644931,3,86,0,0,0.0861,0,3,0
30399,Phạm Quang Tùng,696,1,65,4,32224313,25000000,0,1,0,2,2,0,0,1,14,0,1,0.2904,0,1,0
39858,Bùi Văn Duyên,675,0,60,1,17350648,16000000,0,1,3,1,1,0,0,1,7,0,1,0.3494,0,1,0
25995,Nguyễn Đức Dũng,685,1,54,4,47424095,28000000,5,2,1,4,4,0,0,1,27,0,1,0.2658,0,2,0
58442,Dương Minh Vân,633,0,36,1,34473157,19000000,5,3,1,1,1,0,0,1,7,0,1,0.3771,0,2,0
71907,Lê Gia Duyên,689,0,60,1,16269282,22000000,5,3,1,1,2,0,0,1,10,0,1,0.3117,0,2,0
32321,Nguyễn Minh Thảo,629,0,71,2,10792018,15000000,5,1,2,3,2,1,25031746,1,72,2,0,0.2856,0,1,0
52043,Vũ Đức Bảo,654,1,43,3,23853446,34000000,4,1,2,2,8,0,0,1,36,2,1,0.2431,0,1,0
17362,Vũ Thanh Duyên,682,0,57,2,31379624,9000000,3,2,1,2,3,0,0,2,17,0,1,0.3243,0,2,0
20079,Đặng Trần Hương,700,0,37,8,2687179,8000000,5,0,0,4,1,0,0,2,16,0,1,0.3629,0,1,1
16680,Phạm Thanh Nam,737,1,51,0,59687240,79000000,5,1,1,4,8,0,0,3,42,2,1,0.154,0,4,0
10444,Phạm Thị Anh,647,1,43,4,15609000,21000000,2,0,1,2,3,0,0,1,17,0,1,0.3437,0,1,0
55734,Vũ Đức Hưng,712,1,77,5,88711289,37000000,2,2,1,5,2,0,0,0,22,0,1,0.2502,0,2,0
60056,Vũ Đức Lan,631,0,35,6,16686620,15000000,5,0,1,1,1,1,12399858,1,55,0,0,0.2909,0,1,0
23917,Nguyễn Thanh Mai,766,0,90,0,136845345,85000000,5,3,1,5,6,0,0,3,38,2,1,0.169,0,4,0
64135,Hoàng Đức Tùng,640,1,32,1,39869633,18000000,5,1,0,5,1,0,0,1,19,0,1,0.3704,0,1,1
47685,Dương Kim Ngọc,654,0,49,4,11804005,17000000,5,2,1,1,2,0,0,1,10,0,1,0.3606,0,2,0
23223,Vũ Đức Phúc,715,1,51,7,15564054,16000000,5,3,1,2,1,0,0,1,10,0,1,0.3257,0,2,0
72801,Vũ Hữu Thành,593,1,48,2,30665532,11000000,5,0,1,1,3,0,0,2,14,0,1,0.4095,1,1,1
23778,Bùi Văn Hưng,668,1,26,3,6745617,17000000,5,2,1,2,4,0,0,1,21,0,1,0.3283,0,2,0
41813,Nguyễn Đức Thành,628,1,46,8,11939513,10000000,3,4,1,1,2,0,0,2,10,0,1,0.4004,1,2,0
32768,Phạm Thu Quang,716,1,56,7,8725755,17000000,3,0,3,2,4,0,0,1,21,0,1,0.2932,0,1,0
2911,Trần Kim Mai,703,0,26,9,14889844,68000000,5,1,0,3,5,0,0,3,28,0,1,0.2083,0,1,0
66603,Nguyễn Văn Quang,653,1,43,8,7167419,5000000,0,2,0,1,1,1,8240762,2,62,2,0,0.2991,0,2,1
12066,Nguyễn Hữu Lan,740,0,35,0,40016908,53000000,6,1,1,2,3,0,0,0,17,0,1,0.2213,0,1,0
73435,Vũ Ngọc Dương,616,0,35,2,11798547,18000000,5,1,1,1,5,0,0,1,22,0,1,0.3591,0,1,0
